t,I,pos2,vel2,F2,v2e,v2f,y2e,y2f,ss2e,ss2f,Af2e,Af2f,eps2e,eps2f,phi2e,phi2f,PF2E,PF2F,SN2,MN2E,MN2F,s2,pos3,vel3,F3,v3e,v3f,y3e,y3f,ss3e,ss3f,Af3e,Af3f,eps3e,eps3f,phi3e,phi3f,PF3E,PF3F,SN3,MN3E,MN3F,s3
0.680000,0.000000,1.162277,0.034976,-59.183533,0.003793,-0.008042,-0.215526,-0.215002,9.958617,10.041462,0.050000,0.050000,0.010000,0.010000,0.000175,-0.000372,0.500474,0.498995,0.500536,0.500047,0.501156,-0.005548,2.510877,0.069427,40.619232,-0.010248,0.005999,-0.214879,-0.215598,10.056926,9.943221,0.050000,0.050000,0.020000,0.020000,-0.000649,0.000648,0.498719,0.500750,0.501065,0.501759,0.500236,0.007616
0.690000,0.010027,1.160923,-0.014615,-5.233628,0.002195,-0.010676,-0.215132,-0.213411,9.954961,10.045130,0.050000,0.050000,0.010000,0.010000,0.000749,-0.001142,0.500274,0.498666,0.499776,0.499626,0.500833,-0.006033,2.515897,0.019503,9.775072,-0.014314,0.005833,-0.212900,-0.215377,10.070632,9.929585,0.050000,0.050000,0.020000,0.020000,-0.001411,0.001408,0.498211,0.500729,0.500299,0.501566,0.499678,0.009444
0.700000,0.019895,1.165031,0.040841,-3.305646,0.000409,-0.013100,-0.214619,-0.211496,9.952653,10.047445,0.050000,0.050000,0.010000,0.010000,0.001428,-0.002014,0.500051,0.498363,0.500626,0.500431,0.501698,-0.006332,2.512962,-0.024652,1.874835,-0.016778,0.004088,-0.210463,-0.215104,10.073259,9.926970,0.050000,0.050000,0.020000,0.020000,-0.002207,0.002198,0.497903,0.500511,0.499622,0.501289,0.499333,0.009781
0.710000,0.029450,1.173998,0.008106,4.072700,-0.002109,-0.014765,-0.213934,-0.209305,9.955497,10.044594,0.050000,0.050000,0.010000,0.010000,0.002106,-0.002883,0.499736,0.498154,0.500124,0.500291,0.501477,-0.005933,2.507762,-0.025511,-6.793646,-0.017484,0.000614,-0.207802,-0.214664,10.063747,9.936448,0.050000,0.050000,0.020000,0.020000,-0.002921,0.002904,0.497815,0.500077,0.499609,0.501346,0.499649,0.008483
0.720000,0.038540,1.183233,-0.008464,35.197523,-0.007731,-0.013296,-0.212859,-0.207112,9.980088,10.019972,0.050000,0.050000,0.010000,0.010000,0.002559,-0.003520,0.499034,0.498338,0.499870,0.500627,0.501149,-0.002609,2.504416,-0.004172,-17.255398,-0.016071,-0.004949,-0.205212,-0.213858,10.039607,9.960541,0.050000,0.050000,0.020000,0.020000,-0.003309,0.003283,0.497991,0.499381,0.499936,0.501459,0.500416,0.005213
0.730000,0.047023,1.192243,0.027347,54.054321,-0.015224,-0.009922,-0.210997,-0.205265,10.017867,9.982192,0.050000,0.050000,0.010000,0.010000,0.002595,-0.003735,0.498097,0.498760,0.500419,0.501742,0.501245,0.002486,2.502913,0.004005,-26.729424,-0.012738,-0.012396,-0.202987,-0.212352,10.002240,9.997891,0.050000,0.050000,0.020000,0.020000,-0.003183,0.003151,0.498408,0.498451,0.500061,0.501240,0.501208,0.000160
0.740000,0.054764,1.200788,0.036430,67.050453,-0.023993,-0.005231,-0.207941,-0.203928,10.064691,9.935387,0.050000,0.050000,0.010000,0.010000,0.002050,-0.003373,0.497001,0.499346,0.500559,0.502668,0.500909,0.008794,2.501458,-0.002861,-35.137848,-0.007704,-0.021506,-0.201337,-0.209703,9.953166,10.046977,0.050000,0.050000,0.020000,0.020000,-0.002389,0.002359,0.499037,0.497312,0.499956,0.500689,0.501983,-0.006470
0.750000,0.061641,1.208030,0.029945,81.342819,-0.034153,0.000899,-0.203319,-0.203153,10.121325,9.878718,0.050000,0.050000,0.010000,0.010000,0.000758,-0.002281,0.495731,0.500112,0.500459,0.503546,0.500260,0.016430,2.499421,-0.012565,-43.313541,-0.001019,-0.032221,-0.200358,-0.205445,9.892778,10.107339,0.050000,0.050000,0.020000,0.020000,-0.000767,0.000750,0.499873,0.495972,0.499807,0.499951,0.502876,-0.014625
0.760000,0.067546,1.213652,0.030208,92.325882,-0.045358,0.008134,-0.196900,-0.202879,10.185189,9.814606,0.050000,0.050000,0.010000,0.010000,-0.001434,-0.000324,0.494331,0.501017,0.500463,0.504599,0.499585,0.025072,2.496938,-0.014734,-50.470264,0.007105,-0.044318,-0.199997,-0.199252,9.822637,10.177247,0.050000,0.050000,0.020000,0.020000,0.001817,-0.001805,0.500888,0.494460,0.499774,0.499164,0.503985,-0.024103
0.770000,0.072386,1.218161,0.019526,97.396202,-0.056997,0.015876,-0.188705,-0.202929,10.251788,9.747301,0.050000,0.050000,0.010000,0.010000,-0.004635,0.002591,0.492876,0.501985,0.500299,0.505567,0.498736,0.034156,2.494399,-0.013995,-53.409790,0.015821,-0.056935,-0.200041,-0.191100,9.748796,10.250380,0.050000,0.050000,0.020000,0.020000,0.005420,-0.005366,0.501978,0.492884,0.499785,0.498356,0.505176,-0.034102
0.780000,0.076085,1.221496,0.017262,101.812820,-0.068990,0.024060,-0.178926,-0.203099,10.320149,9.677407,0.050000,0.050000,0.010000,0.010000,-0.008896,0.006512,0.491377,0.503008,0.500265,0.506665,0.497943,0.043612,2.492359,-0.012898,-56.030632,0.025063,-0.069991,-0.200232,-0.181201,9.671904,10.325669,0.050000,0.050000,0.020000,0.020000,0.010081,-0.009973,0.503133,0.491252,0.499802,0.497502,0.506412,-0.044551
0.790000,0.078583,1.223843,0.010681,101.909897,-0.080889,0.032253,-0.167802,-0.203242,10.386758,9.608024,0.050000,0.050000,0.010000,0.010000,-0.014226,0.011455,0.489890,0.504032,0.500164,0.507705,0.497099,0.053027,2.490230,-0.016451,-57.045113,0.034509,-0.083149,-0.200393,-0.169814,9.594379,10.400162,0.050000,0.050000,0.020000,0.020000,0.015783,-0.015619,0.504314,0.489608,0.499748,0.496576,0.507604,-0.055143
0.800000,0.079842,1.224771,0.010061,104.293243,-0.092911,0.040685,-0.155542,-0.203304,10.452375,9.537721,0.050000,0.050000,0.010000,0.010000,-0.020603,0.017414,0.488388,0.505085,0.500154,0.508824,0.496302,0.062610,2.488253,-0.020051,-59.228565,0.044393,-0.096629,-0.200476,-0.157157,9.514859,10.474367,0.050000,0.050000,0.020000,0.020000,0.022505,-0.022286,0.505549,0.487924,0.499693,0.495608,0.508826,-0.066089
0.810000,0.079842,1.225189,-0.005698,96.959717,-0.104074,0.048384,-0.142341,-0.203312,10.510312,9.473085,0.050000,0.050000,0.010000,0.010000,-0.027949,0.024332,0.486994,0.506048,0.499913,0.509688,0.495399,0.071446,2.485906,-0.022435,-54.673218,0.053369,-0.109071,-0.200542,-0.143438,9.442464,10.539089,0.050000,0.050000,0.020000,0.020000,0.030117,-0.029850,0.506671,0.486369,0.499656,0.494739,0.509964,-0.076122
0.820000,0.078583,1.223646,-0.019479,86.361969,-0.114043,0.055024,-0.128406,-0.203332,10.558610,9.416149,0.050000,0.050000,0.010000,0.010000,-0.036108,0.032079,0.485748,0.506878,0.499701,0.510463,0.494618,0.079226,2.483850,-0.025177,-48.867783,0.061186,-0.120217,-0.200688,-0.128888,9.378649,10.592862,0.050000,0.050000,0.020000,0.020000,0.038465,-0.038160,0.507648,0.484977,0.499614,0.493975,0.510976,-0.085003
0.830000,0.076085,1.220653,-0.025034,76.356239,-0.122873,0.060665,-0.113920,-0.203418,10.597899,9.366329,0.050000,0.050000,0.010000,0.010000,-0.044921,0.040516,0.484646,0.507583,0.499616,0.511226,0.494025,0.086002,2.481700,-0.028539,-43.706757,0.067971,-0.130187,-0.200983,-0.113697,9.322323,10.636707,0.050000,0.050000,0.020000,0.020000,0.047406,-0.047072,0.508496,0.483732,0.499562,0.493301,0.511870,-0.092849
0.840000,0.072386,1.217324,-0.035954,61.326492,-0.130054,0.064803,-0.099063,-0.203592,10.626369,9.326669,0.050000,0.050000,0.010000,0.010000,-0.054228,0.049500,0.483749,0.508100,0.499449,0.511773,0.493512,0.091302,2.479341,-0.029731,-34.474304,0.072908,-0.138163,-0.201445,-0.098065,9.278393,10.667548,0.050000,0.050000,0.020000,0.020000,0.056780,-0.056428,0.509112,0.482737,0.499544,0.492824,0.512603,-0.098894
0.850000,0.067546,1.213714,-0.044775,45.345913,-0.135490,0.067342,-0.084028,-0.203842,10.644938,9.297533,0.050000,0.050000,0.010000,0.010000,-0.063874,0.058885,0.483070,0.508417,0.499313,0.512180,0.493173,0.095036,2.476598,-0.029325,-25.478737,0.076042,-0.144186,-0.202037,-0.082214,9.246188,10.687371,0.050000,0.050000,0.020000,0.020000,0.066452,-0.066091,0.509504,0.481984,0.499550,0.492535,0.513171,-0.103181
