t,I,pos2,vel2,F2,v2e,v2f,y2e,y2f,ss2e,ss2f,Af2e,Af2f,eps2e,eps2f,phi2e,phi2f,PF2E,PF2F,SN2,MN2E,MN2F,s2,pos3,vel3,F3,v3e,v3f,y3e,y3f,ss3e,ss3f,Af3e,Af3f,eps3e,eps3f,phi3e,phi3f,PF3E,PF3F,SN3,MN3E,MN3F,s3
1.130000,-0.047023,1.226262,0.111198,-2.212143,-0.001935,-0.002378,-0.215302,-0.215282,9.998452,10.001549,0.050000,0.050000,0.010000,0.010000,-0.000089,-0.000110,0.499758,0.499703,0.501705,0.501460,0.501502,-0.000415,2.698649,-0.047660,0.859473,-0.002328,-0.001985,-0.215284,-0.215300,10.001203,9.998797,0.050000,0.050000,0.020000,0.020000,-0.000018,0.000018,0.499709,0.499752,0.499269,0.499670,0.499638,0.000322
1.140000,-0.038540,1.238479,0.034475,-1.845624,-0.003900,-0.004711,-0.214428,-0.214347,9.997160,10.002840,0.050000,0.050000,0.010000,0.010000,-0.000162,-0.000236,0.499513,0.499411,0.500529,0.500762,0.500838,-0.000760,2.691987,-0.007582,0.659602,-0.004609,-0.004002,-0.214357,-0.214418,10.002127,9.997874,0.050000,0.050000,0.020000,0.020000,-0.000051,0.000051,0.499424,0.499500,0.499884,0.500345,0.500288,0.000569
1.150000,-0.029450,1.248171,-0.002313,-1.554859,-0.005883,-0.007004,-0.213358,-0.213173,9.996072,10.003929,0.050000,0.050000,0.010000,0.010000,-0.000221,-0.000374,0.499265,0.499125,0.499965,0.500525,0.500630,-0.001051,2.689298,0.003457,0.578935,-0.006863,-0.006025,-0.213197,-0.213336,10.002937,9.997063,0.050000,0.050000,0.020000,0.020000,-0.000096,0.000096,0.499142,0.499247,0.500053,0.500683,0.500605,0.000785
1.160000,-0.019895,1.259213,0.039816,-1.223602,-0.007888,-0.009251,-0.212074,-0.211743,9.995216,10.004785,0.050000,0.050000,0.010000,0.010000,-0.000268,-0.000524,0.499014,0.498844,0.500611,0.501197,0.501325,-0.001278,2.687502,0.003362,0.525048,-0.009093,-0.008047,-0.211784,-0.212034,10.003672,9.996329,0.050000,0.050000,0.020000,0.020000,-0.000152,0.000152,0.498863,0.498994,0.500052,0.500891,0.500793,0.000981
1.170000,-0.010027,1.270096,-0.022602,-0.897124,-0.009912,-0.011450,-0.210555,-0.210042,9.994589,10.005412,0.050000,0.050000,0.010000,0.010000,-0.000307,-0.000684,0.498761,0.498569,0.499653,0.500669,0.500813,-0.001442,2.681379,-0.000405,0.341377,-0.011271,-0.010091,-0.210105,-0.210495,10.004149,9.995851,0.050000,0.050000,0.020000,0.020000,-0.000216,0.000216,0.498591,0.498739,0.499994,0.501052,0.500941,0.001106
1.180000,0.000000,1.280787,0.029778,-0.576403,-0.011951,-0.013598,-0.208784,-0.208059,9.994186,10.005815,0.050000,0.050000,0.010000,0.010000,-0.000339,-0.000849,0.498506,0.498300,0.500457,0.501463,0.501617,-0.001544,2.675296,0.015378,0.158865,-0.013394,-0.012156,-0.208148,-0.208699,10.004371,9.995629,0.050000,0.050000,0.020000,0.020000,-0.000284,0.000284,0.498326,0.498481,0.500236,0.501433,0.501316,0.001161
1.190000,0.010027,1.292358,0.025463,-0.229247,-0.014006,-0.015691,-0.206746,-0.205788,9.994026,10.005975,0.050000,0.050000,0.010000,0.010000,-0.000370,-0.001019,0.498249,0.498039,0.500390,0.501606,0.501764,-0.001579,2.670743,0.028205,0.022280,-0.015469,-0.014228,-0.205907,-0.206631,10.004402,9.995598,0.050000,0.050000,0.020000,0.020000,-0.000355,0.000355,0.498066,0.498221,0.500433,0.501775,0.501658,0.001163
1.200000,0.019895,1.304503,0.014973,0.135083,-0.016076,-0.017723,-0.204426,-0.203227,9.994120,10.005881,0.050000,0.050000,0.010000,0.010000,-0.000401,-0.001191,0.497991,0.497785,0.500230,0.501679,0.501834,-0.001544,2.668585,0.036025,-0.042458,-0.017507,-0.016291,-0.203378,-0.204280,10.004343,9.995657,0.050000,0.050000,0.020000,0.020000,-0.000425,0.000425,0.497812,0.497964,0.500552,0.502056,0.501942,0.001140
1.210000,0.029450,1.316545,0.004625,0.496366,-0.018157,-0.019691,-0.201813,-0.200377,9.994466,10.005535,0.050000,0.050000,0.010000,0.010000,-0.000435,-0.001362,0.497730,0.497539,0.500071,0.501755,0.501899,-0.001438,2.665588,0.031519,-0.132372,-0.019501,-0.018348,-0.200559,-0.201637,10.004158,9.995842,0.050000,0.050000,0.020000,0.020000,-0.000492,0.000492,0.497562,0.497707,0.500483,0.502191,0.502083,0.001081
1.220000,0.038540,1.324817,-0.001049,0.744517,-0.020235,-0.021605,-0.198899,-0.197245,9.994985,10.005016,0.050000,0.050000,0.010000,0.010000,-0.000475,-0.001531,0.497471,0.497299,0.499984,0.501885,0.502013,-0.001284,2.658254,0.032663,-0.352392,-0.021420,-0.020420,-0.197455,-0.198695,10.003668,9.996333,0.050000,0.050000,0.020000,0.020000,-0.000553,0.000554,0.497322,0.497448,0.500501,0.502384,0.502290,0.000938
1.230000,0.047023,1.332620,0.008416,0.978606,-0.022306,-0.023463,-0.195680,-0.193837,9.995666,10.004336,0.050000,0.050000,0.010000,0.010000,-0.000525,-0.001695,0.497212,0.497067,0.500129,0.502188,0.502296,-0.001084,2.648470,0.053453,-0.645890,-0.023249,-0.022520,-0.194077,-0.195446,10.002769,9.997232,0.050000,0.050000,0.020000,0.020000,-0.000605,0.000606,0.497094,0.497185,0.500820,0.502794,0.502726,0.000683
1.240000,0.054764,1.335973,0.004840,1.079178,-0.024353,-0.025275,-0.192159,-0.190161,9.996416,10.003586,0.050000,0.050000,0.010000,0.010000,-0.000587,-0.001851,0.496956,0.496841,0.500074,0.502339,0.502425,-0.000864,2.641878,0.087905,-0.843658,-0.025003,-0.024626,-0.190440,-0.191887,10.001597,9.998404,0.050000,0.050000,0.020000,0.020000,-0.000643,0.000644,0.496875,0.496922,0.501348,0.503355,0.503320,0.000354
