t,I,pos2,vel2,F2,v2e,v2f,y2e,y2f,ss2e,ss2f,Af2e,Af2f,eps2e,eps2f,phi2e,phi2f,PF2E,PF2F,SN2,MN2E,MN2F,s2,pos3,vel3,F3,v3e,v3f,y3e,y3f,ss3e,ss3f,Af3e,Af3f,eps3e,eps3f,phi3e,phi3f,PF3E,PF3F,SN3,MN3E,MN3F,s3
1.130000,-0.047023,1.225504,0.284696,2.846956,-0.002441,-0.001872,-0.215279,-0.215304,10.001993,9.998007,0.050000,0.050000,0.010000,0.010000,-0.000113,-0.000087,0.499695,0.499766,0.504366,0.503503,0.503450,0.000534,2.739063,-0.108385,-1.083851,-0.001940,-0.002373,-0.215302,-0.215282,9.998483,10.001517,0.050000,0.050000,0.020000,0.020000,0.000023,-0.000023,0.499758,0.499703,0.498338,0.498935,0.498976,-0.000406
1.140000,-0.038540,1.248095,0.075197,0.751972,-0.004665,-0.003946,-0.214343,-0.214431,10.002519,9.997481,0.050000,0.050000,0.010000,0.010000,-0.000239,-0.000159,0.499417,0.499507,0.501153,0.501302,0.501235,0.000674,2.728652,-0.026178,-0.261784,-0.004036,-0.004574,-0.214421,-0.214354,9.998116,10.001884,0.050000,0.050000,0.020000,0.020000,0.000052,-0.000052,0.499495,0.499428,0.499599,0.500077,0.500128,-0.000504
1.150000,-0.029450,1.261853,0.015402,0.154018,-0.006818,-0.006069,-0.213183,-0.213350,10.002627,9.997373,0.050000,0.050000,0.010000,0.010000,-0.000367,-0.000228,0.499148,0.499241,0.500236,0.500816,0.500746,0.000702,2.724904,-0.000906,-0.009060,-0.006173,-0.006714,-0.213329,-0.213204,9.998104,10.001897,0.050000,0.050000,0.020000,0.020000,0.000082,-0.000082,0.499228,0.499161,0.499986,0.500568,0.500619,-0.000507
1.160000,-0.019895,1.273135,0.011086,0.110865,-0.008954,-0.008185,-0.211782,-0.212037,10.002705,9.997296,0.050000,0.050000,0.010000,0.010000,-0.000496,-0.000297,0.498881,0.498977,0.500170,0.500967,0.500895,0.000721,2.717837,0.004554,0.045538,-0.008309,-0.008830,-0.212003,-0.211817,9.998167,10.001833,0.050000,0.050000,0.020000,0.020000,0.000112,-0.000112,0.498961,0.498896,0.500070,0.500831,0.500880,-0.000488
1.170000,-0.010027,1.284610,0.009751,0.097513,-0.011074,-0.010288,-0.210124,-0.210476,10.002773,9.997227,0.050000,0.050000,0.010000,0.010000,-0.000625,-0.000365,0.498616,0.498714,0.500150,0.501150,0.501077,0.000736,2.711159,0.021935,0.219345,-0.010466,-0.010896,-0.210424,-0.210178,9.998474,10.001526,0.050000,0.050000,0.020000,0.020000,0.000140,-0.000140,0.498692,0.498638,0.500336,0.501233,0.501274,-0.000404
1.180000,0.000000,1.296564,0.000095,0.000954,-0.013166,-0.012384,-0.208196,-0.208652,10.002773,9.997227,0.050000,0.050000,0.010000,0.010000,-0.000753,-0.000436,0.498354,0.498452,0.500001,0.501235,0.501162,0.000733,2.706830,0.040317,0.403166,-0.012641,-0.012908,-0.208571,-0.208279,9.999038,10.000963,0.050000,0.050000,0.020000,0.020000,0.000165,-0.000165,0.498420,0.498386,0.500618,0.501649,0.501674,-0.000250
1.190000,0.010027,1.307220,-0.016832,-0.168324,-0.015220,-0.014477,-0.205989,-0.206552,10.002656,9.997344,0.050000,0.050000,0.010000,0.010000,-0.000877,-0.000512,0.498098,0.498190,0.499742,0.501233,0.501164,0.000696,2.698663,0.048256,0.482559,-0.014813,-0.014884,-0.206428,-0.206114,9.999712,10.000288,0.050000,0.050000,0.020000,0.020000,0.000184,-0.000184,0.498148,0.498140,0.500740,0.501944,0.501950,-0.000066
1.200000,0.019895,1.315652,-0.036836,-0.368357,-0.017231,-0.016568,-0.203499,-0.204162,10.002399,9.997601,0.050000,0.050000,0.010000,0.010000,-0.000996,-0.000595,0.497846,0.497929,0.499435,0.501192,0.501130,0.000621,2.685256,0.075364,0.753641,-0.017016,-0.016782,-0.203982,-0.203682,10.000764,9.999237,0.050000,0.050000,0.020000,0.020000,0.000195,-0.000194,0.497873,0.497902,0.501156,0.502462,0.502440,0.000219
1.210000,0.029450,1.321177,-0.041461,-0.414610,-0.019211,-0.018638,-0.200723,-0.201477,10.002110,9.997891,0.050000,0.050000,0.010000,0.010000,-0.001107,-0.000689,0.497599,0.497670,0.499364,0.501324,0.501270,0.000537,2.670299,0.124407,1.244068,-0.019291,-0.018557,-0.201213,-0.200989,10.002498,9.997502,0.050000,0.050000,0.020000,0.020000,0.000191,-0.000191,0.497589,0.497680,0.501908,0.503239,0.503171,0.000688
1.220000,0.038540,1.327477,0.045538,0.455379,-0.021248,-0.020592,-0.197654,-0.198500,10.002427,9.997573,0.050000,0.050000,0.010000,0.010000,-0.001211,-0.000795,0.497344,0.497426,0.500698,0.502516,0.502454,0.000615,2.660808,0.181556,1.815557,-0.021651,-0.020189,-0.198102,-0.198053,10.005027,9.994972,0.050000,0.050000,0.020000,0.020000,0.000172,-0.000171,0.497294,0.497476,0.502784,0.504118,0.503981,0.001370
